country,country_code,development_group,indicator,year,value,previous_value,growth_rate
Germany,DEU,Developed,population,2023,83287273.0,83177813.0,0.13159759321875894
Germany,DEU,Developed,population,2024,83516593.0,83287273.0,0.27533618491747236
Germany,DEU,Developed,population,2025,83491249.0,83516593.0,-0.030346065481861792
Germany,DEU,Developed,unemployment,1960,,,
Germany,DEU,Developed,unemployment,1961,,,
Germany,DEU,Developed,unemployment,1962,,,
Germany,DEU,Developed,unemployment,1963,,,
Germany,DEU,Developed,unemployment,1964,,,
Germany,DEU,Developed,unemployment,1965,,,
Germany,DEU,Developed,unemployment,1966,,,
Germany,DEU,Developed,unemployment,1967,,,
Germany,DEU,Developed,unemployment,1968,,,
Germany,DEU,Developed,unemployment,1969,,,
Germany,DEU,Developed,unemployment,1970,,,
Germany,DEU,Developed,unemployment,1971,,,
Germany,DEU,Developed,unemployment,1972,,,
Germany,DEU,Developed,unemployment,1973,,,
Germany,DEU,Developed,unemployment,1974,,,
Germany,DEU,Developed,unemployment,1975,,,
Germany,DEU,Developed,unemployment,1976,,,
Germany,DEU,Developed,unemployment,1977,,,
Germany,DEU,Developed,unemployment,1978,,,
Germany,DEU,Developed,unemployment,1979,,,
Germany,DEU,Developed,unemployment,1980,,,
Germany,DEU,Developed,unemployment,1981,,,
Germany,DEU,Developed,unemployment,1982,,,
Germany,DEU,Developed,unemployment,1983,,,
Germany,DEU,Developed,unemployment,1984,,,
Germany,DEU,Developed,unemployment,1985,,,
Germany,DEU,Developed,unemployment,1986,,,
Germany,DEU,Developed,unemployment,1987,,,
Germany,DEU,Developed,unemployment,1988,,,
Germany,DEU,Developed,unemployment,1989,,,
Germany,DEU,Developed,unemployment,1990,,,
Germany,DEU,Developed,unemployment,1991,5.316,,
Germany,DEU,Developed,unemployment,1992,6.323,5.316,18.94281414597443
Germany,DEU,Developed,unemployment,1993,7.675,6.323,21.38225525857978
Germany,DEU,Developed,unemployment,1994,8.727,7.675,13.706840390879485
Germany,DEU,Developed,unemployment,1995,8.158,8.727,-6.519995416523443
Germany,DEU,Developed,unemployment,1996,8.822,8.158,8.139249816131402
Germany,DEU,Developed,unemployment,1997,9.861,8.822,11.777374744955809
Germany,DEU,Developed,unemployment,1998,9.787,9.861,-0.7504309907717254
Germany,DEU,Developed,unemployment,1999,8.854,9.787,-9.533054051292547
Germany,DEU,Developed,unemployment,2000,7.917,8.854,-10.582787440704761
Germany,DEU,Developed,unemployment,2001,7.773,7.917,-1.8188707843880274
Germany,DEU,Developed,unemployment,2002,8.482,7.773,9.121317380676697
Germany,DEU,Developed,unemployment,2003,9.779,8.482,15.291204904503664
Germany,DEU,Developed,unemployment,2004,10.727,9.779,9.69424276510891
Germany,DEU,Developed,unemployment,2005,11.193,10.727,4.344178241819701
Germany,DEU,Developed,unemployment,2006,10.277,11.193,-8.183686232466723
Germany,DEU,Developed,unemployment,2007,8.732,10.277,-15.033570108008174
Germany,DEU,Developed,unemployment,2008,7.508,8.732,-14.017407237746212
Germany,DEU,Developed,unemployment,2009,7.88,7.508,4.954714970697921
Germany,DEU,Developed,unemployment,2010,7.043,7.88,-10.62182741116751
Germany,DEU,Developed,unemployment,2011,5.967,7.043,-15.277580576458902
Germany,DEU,Developed,unemployment,2012,5.372,5.967,-9.971509971509967
Germany,DEU,Developed,unemployment,2013,5.316,5.372,-1.0424422933730464
Germany,DEU,Developed,unemployment,2014,4.979,5.316,-6.33935289691497
Germany,DEU,Developed,unemployment,2015,4.612,4.979,-7.370958023699538
Germany,DEU,Developed,unemployment,2016,4.104,4.612,-11.014744145706851
Germany,DEU,Developed,unemployment,2017,3.781,4.104,-7.870370370370369
Germany,DEU,Developed,unemployment,2018,3.384,3.781,-10.499867759851897
Germany,DEU,Developed,unemployment,2019,3.163,3.384,-6.530732860520097
Germany,DEU,Developed,unemployment,2020,3.881,3.163,22.699968384445146
Germany,DEU,Developed,unemployment,2021,3.594,3.881,-7.395001288327749
Germany,DEU,Developed,unemployment,2022,3.137,3.594,-12.715637173066218
Germany,DEU,Developed,unemployment,2023,3.071,3.137,-2.1039209435766604
Germany,DEU,Developed,unemployment,2024,3.4,3.071,10.713122761315523
Germany,DEU,Developed,unemployment,2025,3.711,3.4,9.147058823529411
India,IND,Developing,gdp,1960,37029883876.1839,,
India,IND,Developing,gdp,1961,39232435784.0358,37029883876.1839,5.948038927738818
India,IND,Developing,gdp,1962,42161481858.0819,39232435784.0358,7.465878718746217
India,IND,Developing,gdp,1963,48421923459.1235,42161481858.0819,14.848722874861517
India,IND,Developing,gdp,1964,56480289940.9899,48421923459.1235,16.641979306478934
India,IND,Developing,gdp,1965,59556105229.0052,56480289940.9899,5.445820641552812
India,IND,Developing,gdp,1966,45581230504.071,59556105229.0052,-23.465058151801564
India,IND,Developing,gdp,1967,50134942204.0,45581230504.071,9.990322002216011
India,IND,Developing,gdp,1968,53085455870.6667,50134942204.0,5.885144246623459
India,IND,Developing,gdp,1969,58447995017.3333,53085455870.6667,10.10171064506156
India,IND,Developing,gdp,1970,62422483054.6667,58447995017.3333,6.8000417057158815
India,IND,Developing,gdp,1971,67351404351.833,62422483054.6667,7.896067339791303
India,IND,Developing,gdp,1972,71464700666.9869,67351404351.833,6.107216849802698
India,IND,Developing,gdp,1973,85517673172.5513,71464700666.9869,19.664215164139314
India,IND,Developing,gdp,1974,99526597933.6331,85517673172.5513,16.381321242002947
India,IND,Developing,gdp,1975,98473832017.3242,99526597933.6331,-1.0577734376200725
India,IND,Developing,gdp,1976,102716451979.68,98473832017.3242,4.308372971216757
India,IND,Developing,gdp,1977,121486641441.309,102716451979.68,18.273790712068454
India,IND,Developing,gdp,1978,137302319828.995,121486641441.309,13.018450588517297
India,IND,Developing,gdp,1979,152995442497.709,137302319828.995,11.42961217862832
India,IND,Developing,gdp,1980,186328579302.068,152995442497.709,21.787012907170826
India,IND,Developing,gdp,1981,193491368445.573,186328579302.068,3.8441709641831134
India,IND,Developing,gdp,1982,200715624830.902,193491368445.573,3.733632380279079
India,IND,Developing,gdp,1983,218262146413.158,200715624830.902,8.74198089811817
India,IND,Developing,gdp,1984,212157645177.652,218262146413.158,-2.7968666742379154
India,IND,Developing,gdp,1985,232511554840.372,212157645177.652,9.59376676983593
India,IND,Developing,gdp,1986,248985994040.59,232511554840.372,7.085428167872481
India,IND,Developing,gdp,1987,279033584092.223,248985994040.59,12.067984051638918
India,IND,Developing,gdp,1988,296589670895.932,279033584092.223,6.291746873704832
India,IND,Developing,gdp,1989,296042052944.66,296589670895.932,-0.18463824098047668
India,IND,Developing,gdp,1990,320979026420.035,296042052944.66,8.423456474285612
India,IND,Developing,gdp,1991,270105341879.226,320979026420.035,-15.849535437943342
India,IND,Developing,gdp,1992,288208070278.013,270105341879.226,6.702099363470339
India,IND,Developing,gdp,1993,279295648982.529,288208070278.013,-3.092356604340349
India,IND,Developing,gdp,1994,327274843459.429,279295648982.529,17.17864014412244
India,IND,Developing,gdp,1995,360281909643.489,327274843459.429,10.085427231485868
India,IND,Developing,gdp,1996,392896866204.516,360281909643.489,9.052621208014736
India,IND,Developing,gdp,1997,415867563592.829,392896866204.516,5.846495445539128
India,IND,Developing,gdp,1998,421351317224.941,415867563592.829,1.3186298024149528
India,IND,Developing,gdp,1999,458821052615.79,421351317224.941,8.892753827762583
India,IND,Developing,gdp,2000,468395521654.458,458821052615.79,2.0867545166210038
India,IND,Developing,gdp,2001,485440139204.171,468395521654.458,3.6389369158587015
India,IND,Developing,gdp,2002,514939140318.756,485440139204.171,6.076753595808029
India,IND,Developing,gdp,2003,607700687237.318,514939140318.756,18.014079656314543
India,IND,Developing,gdp,2004,709152728830.775,607700687237.318,16.694409554590184
India,IND,Developing,gdp,2005,820383763511.445,709152728830.775,15.685060517790514
India,IND,Developing,gdp,2006,940259888787.721,820383763511.445,14.612201095152907
India,IND,Developing,gdp,2007,1216736438834.96,940259888787.721,29.4042693242717
India,IND,Developing,gdp,2008,1198895139005.92,1216736438834.96,-1.4663241158556328
India,IND,Developing,gdp,2009,1341888016994.9,1198895139005.92,11.927054613595686
India,IND,Developing,gdp,2010,1675615519484.96,1341888016994.9,24.869996472390323
India,IND,Developing,gdp,2011,1823051829894.55,1675615519484.96,8.798934403216087
India,IND,Developing,gdp,2012,1827637590410.41,1823051829894.55,0.2515430686424925
India,IND,Developing,gdp,2013,1856721507621.58,1827637590410.41,1.5913394079752514
India,IND,Developing,gdp,2014,2039126479154.52,1856721507621.58,9.824035041560798
India,IND,Developing,gdp,2015,2103588360044.94,2039126479154.52,3.1612497581389682
India,IND,Developing,gdp,2016,2294796885663.16,2103588360044.94,9.089636035737303
India,IND,Developing,gdp,2017,2651474262755.45,2294796885663.16,15.542873503125568
India,IND,Developing,gdp,2018,2702929641648.74,2651474262755.45,1.9406327874296192
India,IND,Developing,gdp,2019,2835606256558.19,2702929641648.74,4.908622587324148
India,IND,Developing,gdp,2020,2674851578587.27,2835606256558.19,-5.669146680683417
India,IND,Developing,gdp,2021,3167270623260.47,2674851578587.27,18.409210014309377
India,IND,Developing,gdp,2022,3249938492013.47,3167270623260.47,2.610066476349898
India,IND,Developing,gdp,2023,3500906030644.76,3249938492013.47,7.722224258952201
India,IND,Developing,gdp,2024,3760813470500.86,3500906030644.76,7.424005031298515
India,IND,Developing,gdp,2025,3956067115771.63,3760813470500.86,5.191792860834611
India,IND,Developing,gdp_per_capita,1960,84.9328084793106,,
India,IND,Developing,gdp_per_capita,1961,87.8538613470205,84.9328084793106,3.4392514742067712
India,IND,Developing,gdp_per_capita,1962,92.1999583629516,87.8538613470205,4.9469618629101975
India,IND,Developing,gdp_per_capita,1963,103.435021262932,92.1999583629516,12.185540101604794
India,IND,Developing,gdp_per_capita,1964,117.856430772855,103.435021262932,13.94248227905688
India,IND,Developing,gdp_per_capita,1965,121.50831902883,117.856430772855,3.0985905750135
India,IND,Developing,gdp_per_capita,1966,91.0276950517841,121.50831902883,-25.08521574544525
India,IND,Developing,gdp_per_capita,1967,97.9951481214155,91.0276950517841,7.654212342373098
India,IND,Developing,gdp_per_capita,1968,101.556802521195,97.9951481214155,3.6345211656465146
India,IND,Developing,gdp_per_capita,1969,109.477664384288,101.556802521195,7.799439984771003
India,IND,Developing,gdp_per_capita,1970,114.35532002008,109.477664384288,4.455388834996032
India,IND,Developing,gdp_per_capita,1971,120.680595539912,114.35532002008,5.531247272729708
India,IND,Developing,gdp_per_capita,1972,125.270705961882,120.680595539912,3.8035198628531255
India,IND,Developing,gdp_per_capita,1973,146.568492582405,125.270705961882,17.00141023153778
India,IND,Developing,gdp_per_capita,1974,166.699661755332,146.568492582405,13.734990937161104
India,IND,Developing,gdp_per_capita,1975,161.086694022079,166.699661755332,-3.367114050591919
India,IND,Developing,gdp_per_capita,1976,164.119999587322,161.086694022079,1.8830267662127687
India,IND,Developing,gdp_per_capita,1977,189.585568552477,164.119999587322,15.516432506207591
India,IND,Developing,gdp_per_capita,1978,209.389063573463,189.585568552477,10.445676415240653
India,IND,Developing,gdp_per_capita,1979,227.958179873426,209.389063573463,8.868235992396095
India,IND,Developing,gdp_per_capita,1980,271.080945953678,227.958179873426,18.91696367473892
India,IND,Developing,gdp_per_capita,1981,274.964330768528,271.080945953678,1.4325554314369178
India,IND,Developing,gdp_per_capita,1982,278.65038258267,274.964330768528,1.3405563564697427
India,IND,Developing,gdp_per_capita,1983,295.999773299382,278.65038258267,6.2262217463723815
India,IND,Developing,gdp_per_capita,1984,281.049867840717,295.999773299382,-5.050647604227815
India,IND,Developing,gdp_per_capita,1985,300.928258576378,281.049867840717,7.072905206604456
India,IND,Developing,gdp_per_capita,1986,314.897116402542,300.928258576378,4.64192292616433
India,IND,Developing,gdp_per_capita,1987,344.941028293075,314.897116402542,9.540865992601542
India,IND,Developing,gdp_per_capita,1988,358.484539641693,344.941028293075,3.92632660012566
India,IND,Developing,gdp_per_capita,1989,349.915155021864,358.484539641693,-2.3904474732422627
India,IND,Developing,gdp_per_capita,1990,371.085936203765,349.915155021864,6.050261292792017
India,IND,Developing,gdp_per_capita,1991,305.574055928592,371.085936203765,-17.654099464227652
India,IND,Developing,gdp_per_capita,1992,319.182472626315,305.574055928592,4.453394008326128
India,IND,Developing,gdp_per_capita,1993,302.884806246174,319.182472626315,-5.106065582498835
India,IND,Developing,gdp_per_capita,1994,347.73421473994,302.884806246174,14.807414425837532
India,IND,Developing,gdp_per_capita,1995,375.17600537305,347.73421473994,7.891599235822355
India,IND,Developing,gdp_per_capita,1996,401.046754673579,375.17600537305,6.8956300323110735
India,IND,Developing,gdp_per_capita,1997,416.228116203753,401.046754673579,3.785434329852751
India,IND,Developing,gdp_per_capita,1998,413.630864056851,416.228116203753,-0.6239972855727494
India,IND,Developing,gdp_per_capita,1999,441.927991436397,413.630864056851,6.841154719938097
India,IND,Developing,gdp_per_capita,2000,442.750218937263,441.927991436397,0.18605463260960753
India,IND,Developing,gdp_per_capita,2001,450.357900514128,442.750218937263,1.7182784449267514
India,IND,Developing,gdp_per_capita,2002,469.149928973927,450.357900514128,4.172687642061132
India,IND,Developing,gdp_per_capita,2003,544.143133545002,469.149928973927,15.984912272094315
India,IND,Developing,gdp_per_capita,2004,624.258826510066,544.143133545002,14.723275554930481
India,IND,Developing,gdp_per_capita,2005,710.488080408949,624.258826510066,13.813061223491182
India,IND,Developing,gdp_per_capita,2006,801.668353659022,710.488080408949,12.833469802560327
India,IND,Developing,gdp_per_capita,2007,1021.88707706826,801.668353659022,27.47005322139794
India,IND,Developing,gdp_per_capita,2008,992.519584923828,1021.88707706826,-2.873849058614757
India,IND,Developing,gdp_per_capita,2009,1094.94974598436,992.519584923828,10.320215602435011
India,IND,Developing,gdp_per_capita,2010,1347.51939071367,1094.94974598436,23.06677960843305
India,IND,Developing,gdp_per_capita,2011,1445.46127486037,1347.51939071367,7.268309815922444
India,IND,Developing,gdp_per_capita,2012,1429.32199520032,1445.46127486037,-1.1165487405817143
India,IND,Developing,gdp_per_capita,2013,1432.84397512195,1429.32199520032,0.2464091319840325
India,IND,Developing,gdp_per_capita,2014,1553.88396075118,1432.84397512195,8.44753425570486
India,IND,Developing,gdp_per_capita,2015,1583.99815907985,1553.88396075118,1.9379953129905636
India,IND,Developing,gdp_per_capita,2016,1707.50892912243,1583.99815907985,7.797406160770272
India,IND,Developing,gdp_per_capita,2017,1950.10468280866,1707.50892912243,14.207583313248714
India,IND,Developing,gdp_per_capita,2018,1966.25455171679,1950.10468280866,0.8281539473496339
India,IND,Developing,gdp_per_capita,2019,2041.42863698585,1966.25455171679,3.8232122694095474
India,IND,Developing,gdp_per_capita,2020,1907.04251637669,2041.42863698585,-6.58294481493999
India,IND,Developing,gdp_per_capita,2021,2239.61384367482,1907.04251637669,17.439114463478422
India,IND,Developing,gdp_per_capita,2022,2279.98145719369,2239.61384367482,1.8024363277123483
India,IND,Developing,gdp_per_capita,2023,2434.44826340989,2279.98145719369,6.774915020858333
India,IND,Developing,gdp_per_capita,2024,2591.9916607122,2434.44826340989,6.471421047233171
India,IND,Developing,gdp_per_capita,2025,2702.47987141553,2591.9916607122,4.262676164358152
India,IND,Developing,population,1960,435990338.0,,
India,IND,Developing,population,1961,446564729.0,435990338.0,2.4253727842932156
India,IND,Developing,population,1962,457283090.0,446564729.0,2.4001808257454207
India,IND,Developing,population,1963,468138575.0,457283090.0,2.373909124870548
India,IND,Developing,population,1964,479229598.0,468138575.0,2.36917519561382
India,IND,Developing,population,1965,490140146.0,479229598.0,2.2766849221195224
India,IND,Developing,population,1966,500740247.0,490140146.0,2.1626673690181666
India,IND,Developing,population,1967,511606372.0,500740247.0,2.1700123097954216
India,IND,Developing,population,1968,522716889.0,511606372.0,2.1716924589047144
India,IND,Developing,population,1969,533880544.0,522716889.0,2.135698163753037
India,IND,Developing,population,1970,545864268.0,533880544.0,2.244645199132786
India,IND,Developing,population,1971,558096387.0,545864268.0,2.24087190114448
India,IND,Developing,population,1972,570482142.0,558096387.0,2.2192860030108026
India,IND,Developing,population,1973,583465598.0,570482142.0,2.2758742200908366
India,IND,Developing,population,1974,597041391.0,583465598.0,2.3267512337548304
India,IND,Developing,population,1975,611309535.0,597041391.0,2.3898081799826167
India,IND,Developing,population,1976,625861883.0,611309535.0,2.3805203692757715
India,IND,Developing,population,1977,640801103.0,625861883.0,2.3869835191736706
India,IND,Developing,population,1978,655728229.0,640801103.0,2.3294476133259714
India,IND,Developing,population,1979,671155747.0,655728229.0,2.352730493779001
India,IND,Developing,population,1980,687354025.0,671155747.0,2.4134901730939062
India,IND,Developing,population,1981,703696250.0,687354025.0,2.377555729014608
India,IND,Developing,population,1982,720313473.0,703696250.0,2.3614198597761464
India,IND,Developing,population,1983,737372681.0,720313473.0,2.368303334512251
India,IND,Developing,population,1984,754875449.0,737372681.0,2.3736664580878335
India,IND,Developing,population,1985,772647793.0,754875449.0,2.3543412391465917
India,IND,Developing,population,1986,790689978.0,772647793.0,2.3351111804702973
India,IND,Developing,population,1987,808931270.0,790689978.0,2.307009385162588
India,IND,Developing,population,1988,827342990.0,808931270.0,2.276054923677261
India,IND,Developing,population,1989,846039529.0,827342990.0,2.259829263797836
India,IND,Developing,population,1990,864972221.0,846039529.0,2.237802295405514
India,IND,Developing,population,1991,883927600.0,864972221.0,2.1914436718078143
India,IND,Developing,population,1992,902957070.0,883927600.0,2.152831295232777
India,IND,Developing,population,1993,922118387.0,902957070.0,2.1220629016172383
India,IND,Developing,population,1994,941163767.0,922118387.0,2.0653942344606993
India,IND,Developing,population,1995,960301044.0,941163767.0,2.0333631266958876
India,IND,Developing,population,1996,979678458.0,960301044.0,2.0178478531363546
India,IND,Developing,population,1997,999133762.0,979678458.0,1.985886679566042
India,IND,Developing,population,1998,1018665080.0,999133762.0,1.9548251438229347
India,IND,Developing,population,1999,1038225823.0,1018665080.0,1.9202329974833336
India,IND,Developing,population,2000,1057922733.0,1038225823.0,1.8971701111310155
India,IND,Developing,population,2001,1077898575.0,1057922733.0,1.8882137018980192
India,IND,Developing,population,2002,1097600380.0,1077898575.0,1.8277976663991786
India,IND,Developing,population,2003,1116803006.0,1097600380.0,1.7495097805997477
India,IND,Developing,population,2004,1135991513.0,1116803006.0,1.7181639820908576
India,IND,Developing,population,2005,1154676322.0,1135991513.0,1.6448018128811495
India,IND,Developing,population,2006,1172878890.0,1154676322.0,1.5764216909264723
India,IND,Developing,population,2007,1190676021.0,1172878890.0,1.517388636775618
India,IND,Developing,population,2008,1207930964.0,1190676021.0,1.4491719574152742
India,IND,Developing,population,2009,1225524753.0,1207930964.0,1.456522725581857
India,IND,Developing,population,2010,1243481564.0,1225524753.0,1.4652344602622647
India,IND,Developing,population,2011,1261224954.0,1243481564.0,1.426912188623329
India,IND,Developing,population,2012,1278674502.0,1261224954.0,1.3835397043690274
India,IND,Developing,population,2013,1295829511.0,1278674502.0,1.341624390974209
India,IND,Developing,population,2014,1312277191.0,1295829511.0,1.269278084839048
India,IND,Developing,population,2015,1328024498.0,1312277191.0,1.1999985298837674
India,IND,Developing,population,2016,1343944296.0,1328024498.0,1.198757856046719
India,IND,Developing,population,2017,1359657400.0,1343944296.0,1.1691782201663514
India,IND,Developing,population,2018,1374659064.0,1359657400.0,1.1033414741095808
India,IND,Developing,population,2019,1389030312.0,1374659064.0,1.0454408934083164
India,IND,Developing,population,2020,1402617695.0,1389030312.0,0.9781919719546048
India,IND,Developing,population,2021,1414203896.0,1402617695.0,0.8260412685011792
India,IND,Developing,population,2022,1425423212.0,1414203896.0,0.7933308649292534
India,IND,Developing,population,2023,1438069596.0,1425423212.0,0.887202052943698
India,IND,Developing,population,2024,1450935791.0,1438069596.0,0.894685141511051
India,IND,Developing,population,2025,1463865525.0,1450935791.0,0.8911306813300603
India,IND,Developing,unemployment,1960,,,
India,IND,Developing,unemployment,1961,,,
India,IND,Developing,unemployment,1962,,,
India,IND,Developing,unemployment,1963,,,
India,IND,Developing,unemployment,1964,,,
India,IND,Developing,unemployment,1965,,,
India,IND,Developing,unemployment,1966,,,
India,IND,Developing,unemployment,1967,,,
India,IND,Developing,unemployment,1968,,,
India,IND,Developing,unemployment,1969,,,
India,IND,Developing,unemployment,1970,,,
India,IND,Developing,unemployment,1971,,,
India,IND,Developing,unemployment,1972,,,
India,IND,Developing,unemployment,1973,,,
India,IND,Developing,unemployment,1974,,,
India,IND,Developing,unemployment,1975,,,
India,IND,Developing,unemployment,1976,,,
India,IND,Developing,unemployment,1977,,,
India,IND,Developing,unemployment,1978,,,
India,IND,Developing,unemployment,1979,,,
India,IND,Developing,unemployment,1980,,,
India,IND,Developing,unemployment,1981,,,
India,IND,Developing,unemployment,1982,,,
India,IND,Developing,unemployment,1983,,,
India,IND,Developing,unemployment,1984,,,
India,IND,Developing,unemployment,1985,,,
India,IND,Developing,unemployment,1986,,,
India,IND,Developing,unemployment,1987,,,
India,IND,Developing,unemployment,1988,,,
India,IND,Developing,unemployment,1989,,,
India,IND,Developing,unemployment,1990,,,
India,IND,Developing,unemployment,1991,7.641,,
India,IND,Developing,unemployment,1992,7.649,7.641,0.1046983379138857
India,IND,Developing,unemployment,1993,7.662,7.649,0.16995685710550268
India,IND,Developing,unemployment,1994,7.593,7.662,-0.9005481597494122
India,IND,Developing,unemployment,1995,7.57,7.593,-0.3029105755300894
India,IND,Developing,unemployment,1996,7.537,7.57,-0.4359313077939282
India,IND,Developing,unemployment,1997,7.574,7.537,0.4909115032506292
India,IND,Developing,unemployment,1998,7.596,7.574,0.2904673884341199
India,IND,Developing,unemployment,1999,7.583,7.596,-0.17114270668772907
India,IND,Developing,unemployment,2000,7.589,7.583,0.07912435711460145
India,IND,Developing,unemployment,2001,7.611,7.589,0.28989326657002706
India,IND,Developing,unemployment,2002,7.681,7.611,0.9197214557876796
India,IND,Developing,unemployment,2003,7.633,7.681,-0.624918630386669
India,IND,Developing,unemployment,2004,7.598,7.633,-0.45853530721865776
India,IND,Developing,unemployment,2005,7.551,7.598,-0.6185838378520625
India,IND,Developing,unemployment,2006,7.553,7.551,0.02648655807177565
India,IND,Developing,unemployment,2007,7.562,7.553,0.1191579504832562
India,IND,Developing,unemployment,2008,7.629,7.562,0.8860089923300618
India,IND,Developing,unemployment,2009,7.636,7.629,0.09175514484205743
India,IND,Developing,unemployment,2010,7.631,7.636,-0.06547930853850044
India,IND,Developing,unemployment,2011,7.609,7.631,-0.28829773293146693
India,IND,Developing,unemployment,2012,7.645,7.609,0.47312393218556426
India,IND,Developing,unemployment,2013,7.678,7.645,0.43165467625899756
India,IND,Developing,unemployment,2014,7.656,7.678,-0.2865329512894014
India,IND,Developing,unemployment,2015,7.629,7.656,-0.3526645768025096
India,IND,Developing,unemployment,2016,7.611,7.629,-0.23594180102241177
India,IND,Developing,unemployment,2017,7.626,7.611,0.19708316909736656
India,IND,Developing,unemployment,2018,7.652,7.626,0.34093889325989774
India,IND,Developing,unemployment,2019,6.51,7.652,-14.924202822791433
India,IND,Developing,unemployment,2020,7.859,6.51,20.721966205837177
India,IND,Developing,unemployment,2021,6.38,7.859,-18.81918819188192
India,IND,Developing,unemployment,2022,4.822,6.38,-24.420062695924763
India,IND,Developing,unemployment,2023,4.172,4.822,-13.479883865615935
India,IND,Developing,unemployment,2024,4.173,4.172,0.0239693192713407
India,IND,Developing,unemployment,2025,4.219,4.173,1.1023244668104544
Japan,JPN,Developed,gdp,1960,48417804544.9319,,
Japan,JPN,Developed,gdp,1961,58472696006.0531,48417804544.9319,20.766929759878362
Japan,JPN,Developed,gdp,1962,66356388224.3747,58472696006.0531,13.482689796799315
Japan,JPN,Developed,gdp,1963,75945582324.0881,66356388224.3747,14.451048883626552
Japan,JPN,Developed,gdp,1964,89332989729.3394,75945582324.0881,17.627631516632842
Japan,JPN,Developed,gdp,1965,99387878007.5325,89332989729.3394,11.255515245439948
Japan,JPN,Developed,gdp,1966,115427351851.278,99387878007.5325,16.138259680451057
Japan,JPN,Developed,gdp,1967,135265319098.216,115427351851.278,17.18653935030769
Japan,JPN,Developed,gdp,1968,160201483788.149,135265319098.216,18.435002302272956
Japan,JPN,Developed,gdp,1969,188179852752.982,160201483788.149,17.464488032977087
Japan,JPN,Developed,gdp,1970,221798003144.444,188179852752.982,17.86490418588622
Japan,JPN,Developed,gdp,1971,250530994765.279,221798003144.444,12.954576332286852
Japan,JPN,Developed,gdp,1972,331776379991.589,250530994765.279,32.429274989479175
Japan,JPN,Developed,gdp,1973,450756970744.018,331776379991.589,35.86168212319556
Japan,JPN,Developed,gdp,1974,500355087138.052,450756970744.018,11.003294372168556
Japan,JPN,Developed,gdp,1975,544082569363.602,500355087138.052,8.739290026142019
Japan,JPN,Developed,gdp,1976,611495350303.909,544082569363.602,12.390174715421944
Japan,JPN,Developed,gdp,1977,752590681821.906,611495350303.909,23.073819195497318
Japan,JPN,Developed,gdp,1978,1057419758047.0,752590681821.906,40.50396631102976
Japan,JPN,Developed,gdp,1979,1100608979757.23,1057419758047.0,4.084397078980087
Japan,JPN,Developed,gdp,1980,1153159955513.08,1100608979757.23,4.774718062671239
Japan,JPN,Developed,gdp,1981,1271443597066.78,1153159955513.08,10.257349033688179
Japan,JPN,Developed,gdp,1982,1183132285328.17,1271443597066.78,-6.945751423212503
Japan,JPN,Developed,gdp,1983,1297622008229.49,1183132285328.17,9.676831941879062
Japan,JPN,Developed,gdp,1984,1374165212365.14,1297622008229.49,5.8987288786884475
Japan,JPN,Developed,gdp,1985,1457070301468.38,1374165212365.14,6.033123845461651
Japan,JPN,Developed,gdp,1986,2164729071349.48,1457070301468.38,48.56723585457397
Japan,JPN,Developed,gdp,1987,2635094473494.08,2164729071349.48,21.728603748614923
Japan,JPN,Developed,gdp,1988,3191546727316.14,2635094473494.08,21.116975479221285
Japan,JPN,Developed,gdp,1989,3174934735895.64,3191546727316.14,-0.5204997087562456
Japan,JPN,Developed,gdp,1990,3252994239867.4,3174934735895.64,2.458617592646023
Japan,JPN,Developed,gdp,1991,3724887648862.31,3252994239867.4,14.50643235735166
Japan,JPN,Developed,gdp,1992,4064529567505.43,3724887648862.31,9.118178873042163
Japan,JPN,Developed,gdp,1993,4632480515091.13,4064529567505.43,13.973350129527407
Japan,JPN,Developed,gdp,1994,5104063486348.4,4632480515091.13,10.179923471259189
Japan,JPN,Developed,gdp,1995,5639649753985.77,5104063486348.4,10.493330834733475
Japan,JPN,Developed,gdp,1996,5021441618840.38,5639649753985.77,-10.961817880773125
Japan,JPN,Developed,gdp,1997,4579780793431.57,5021441618840.38,-8.795498562637952
Japan,JPN,Developed,gdp,1998,4150359076370.48,4579780793431.57,-9.376468796868554
Japan,JPN,Developed,gdp,1999,4688983449627.24,4150359076370.48,12.97777766563252
Japan,JPN,Developed,gdp,2000,5042381838343.44,4688983449627.24,7.536780466655182
Japan,JPN,Developed,gdp,2001,4438792748062.4,5042381838343.44,-11.970316997638074
Japan,JPN,Developed,gdp,2002,4245946980572.3,4438792748062.4,-4.344554441616601
Japan,JPN,Developed,gdp,2003,4573413206709.02,4245946980572.3,7.712442657316965
Japan,JPN,Developed,gdp,2004,4941485123806.53,4573413206709.02,8.04807920171227
Japan,JPN,Developed,gdp,2005,4875648486366.14,4941485123806.53,-1.3323249142896392
Japan,JPN,Developed,gdp,2006,4648058930707.24,4875648486366.14,-4.6678827707803805
Japan,JPN,Developed,gdp,2007,4624670179654.96,4648058930707.24,-0.5031939439873127
Japan,JPN,Developed,gdp,2008,5160197175876.43,4624670179654.96,11.579787864167745
Japan,JPN,Developed,gdp,2009,5336765697589.29,5160197175876.43,3.421739823011147
Japan,JPN,Developed,gdp,2010,5811578109447.07,5336765697589.29,8.897006890751477
Japan,JPN,Developed,gdp,2011,6279422550218.7,5811578109447.07,8.050213418126836
