country,country_code,development_group,indicator,year,value,previous_value,growth_rate
Ethiopia,ETH,Least Developed,population,2021,122138588.0,118917671.0,2.708526809274628
Ethiopia,ETH,Least Developed,population,2022,125384287.0,122138588.0,2.657390308130957
Ethiopia,ETH,Least Developed,population,2023,128691692.0,125384287.0,2.637814577196583
Ethiopia,ETH,Least Developed,population,2024,132059767.0,128691692.0,2.617165838490957
Ethiopia,ETH,Least Developed,population,2025,135472051.0,132059767.0,2.583893700191066
Ethiopia,ETH,Least Developed,unemployment,1960,,,
Ethiopia,ETH,Least Developed,unemployment,1961,,,
Ethiopia,ETH,Least Developed,unemployment,1962,,,
Ethiopia,ETH,Least Developed,unemployment,1963,,,
Ethiopia,ETH,Least Developed,unemployment,1964,,,
Ethiopia,ETH,Least Developed,unemployment,1965,,,
Ethiopia,ETH,Least Developed,unemployment,1966,,,
Ethiopia,ETH,Least Developed,unemployment,1967,,,
Ethiopia,ETH,Least Developed,unemployment,1968,,,
Ethiopia,ETH,Least Developed,unemployment,1969,,,
Ethiopia,ETH,Least Developed,unemployment,1970,,,
Ethiopia,ETH,Least Developed,unemployment,1971,,,
Ethiopia,ETH,Least Developed,unemployment,1972,,,
Ethiopia,ETH,Least Developed,unemployment,1973,,,
Ethiopia,ETH,Least Developed,unemployment,1974,,,
Ethiopia,ETH,Least Developed,unemployment,1975,,,
Ethiopia,ETH,Least Developed,unemployment,1976,,,
Ethiopia,ETH,Least Developed,unemployment,1977,,,
Ethiopia,ETH,Least Developed,unemployment,1978,,,
Ethiopia,ETH,Least Developed,unemployment,1979,,,
Ethiopia,ETH,Least Developed,unemployment,1980,,,
Ethiopia,ETH,Least Developed,unemployment,1981,,,
Ethiopia,ETH,Least Developed,unemployment,1982,,,
Ethiopia,ETH,Least Developed,unemployment,1983,,,
Ethiopia,ETH,Least Developed,unemployment,1984,,,
Ethiopia,ETH,Least Developed,unemployment,1985,,,
Ethiopia,ETH,Least Developed,unemployment,1986,,,
Ethiopia,ETH,Least Developed,unemployment,1987,,,
Ethiopia,ETH,Least Developed,unemployment,1988,,,
Ethiopia,ETH,Least Developed,unemployment,1989,,,
Ethiopia,ETH,Least Developed,unemployment,1990,,,
Ethiopia,ETH,Least Developed,unemployment,1991,3.284,,
Ethiopia,ETH,Least Developed,unemployment,1992,3.416,3.284,4.0194884287454355
Ethiopia,ETH,Least Developed,unemployment,1993,3.252,3.416,-4.800936768149888
Ethiopia,ETH,Least Developed,unemployment,1994,3.1,3.252,-4.6740467404673955
Ethiopia,ETH,Least Developed,unemployment,1995,3.005,3.1,-3.0645161290322642
Ethiopia,ETH,Least Developed,unemployment,1996,3.121,3.005,3.860232945091518
Ethiopia,ETH,Least Developed,unemployment,1997,3.227,3.121,3.3963473245754523
Ethiopia,ETH,Least Developed,unemployment,1998,3.481,3.227,7.871087697551907
Ethiopia,ETH,Least Developed,unemployment,1999,3.714,3.481,6.693478885377768
Ethiopia,ETH,Least Developed,unemployment,2000,3.499,3.714,-5.788906838987611
Ethiopia,ETH,Least Developed,unemployment,2001,3.16,3.499,-9.688482423549583
Ethiopia,ETH,Least Developed,unemployment,2002,3.054,3.16,-3.354430379746845
Ethiopia,ETH,Least Developed,unemployment,2003,3.008,3.054,-1.5062213490504197
Ethiopia,ETH,Least Developed,unemployment,2004,2.776,3.008,-7.712765957446815
Ethiopia,ETH,Least Developed,unemployment,2005,2.497,2.776,-10.050432276657057
Ethiopia,ETH,Least Developed,unemployment,2006,2.337,2.497,-6.407689227072476
Ethiopia,ETH,Least Developed,unemployment,2007,2.337,2.337,0.0
Ethiopia,ETH,Least Developed,unemployment,2008,2.326,2.337,-0.47068891741549507
Ethiopia,ETH,Least Developed,unemployment,2009,2.326,2.326,0.0
Ethiopia,ETH,Least Developed,unemployment,2010,2.295,2.326,-1.3327601031814331
Ethiopia,ETH,Least Developed,unemployment,2011,2.27,2.295,-1.0893246187363796
Ethiopia,ETH,Least Developed,unemployment,2012,2.252,2.27,-0.7929515418502308
Ethiopia,ETH,Least Developed,unemployment,2013,2.251,2.252,-0.044404973357011095
Ethiopia,ETH,Least Developed,unemployment,2014,2.361,2.251,4.8867170146601655
Ethiopia,ETH,Least Developed,unemployment,2015,2.442,2.361,3.4307496823379906
Ethiopia,ETH,Least Developed,unemployment,2016,2.556,2.442,4.668304668304663
Ethiopia,ETH,Least Developed,unemployment,2017,2.665,2.556,4.2644757433489815
Ethiopia,ETH,Least Developed,unemployment,2018,2.811,2.665,5.478424015009377
Ethiopia,ETH,Least Developed,unemployment,2019,2.928,2.811,4.16221985058698
Ethiopia,ETH,Least Developed,unemployment,2020,3.998,2.928,36.543715846994544
Ethiopia,ETH,Least Developed,unemployment,2021,3.935,3.998,-1.5757878939469776
Ethiopia,ETH,Least Developed,unemployment,2022,3.386,3.935,-13.951715374841168
Ethiopia,ETH,Least Developed,unemployment,2023,3.375,3.386,-0.3248670998228033
Ethiopia,ETH,Least Developed,unemployment,2024,3.357,3.375,-0.5333333333333272
Ethiopia,ETH,Least Developed,unemployment,2025,3.323,3.357,-1.0128090557045055
Germany,DEU,Developed,gdp,1960,84619845881.2608,,
Germany,DEU,Developed,gdp,1961,96558204043.1028,84619845881.2608,14.108224893949806
Germany,DEU,Developed,gdp,1962,105895435234.343,96558204043.1028,9.670054744464943
Germany,DEU,Developed,gdp,1963,112232503744.1,105895435234.343,5.984269761707185
Germany,DEU,Developed,gdp,1964,123330404665.086,112232503744.1,9.888312699759586
Germany,DEU,Developed,gdp,1965,134774688191.161,123330404665.086,9.279369152442907
Germany,DEU,Developed,gdp,1966,143304275683.979,134774688191.161,6.328775534408848
Germany,DEU,Developed,gdp,1967,145100667772.69,143304275683.979,1.2535509356835122
Germany,DEU,Developed,gdp,1968,156527292653.157,145100667772.69,7.87496367581684
Germany,DEU,Developed,gdp,1969,177733486326.06,156527292653.157,13.547920821637794
Germany,DEU,Developed,gdp,1970,216629229947.096,177733486326.06,21.884308030553136
Germany,DEU,Developed,gdp,1971,250900942396.699,216629229947.096,15.820446971986488
Germany,DEU,Developed,gdp,1972,300899944795.436,250900942396.699,19.927785811056715
Germany,DEU,Developed,gdp,1973,399833571167.215,300899944795.436,32.87924377621211
Germany,DEU,Developed,gdp,1974,446934971657.471,399833571167.215,11.78025155635509
Germany,DEU,Developed,gdp,1975,492434094920.105,446934971657.471,10.18025577499545
Germany,DEU,Developed,gdp,1976,521658712132.981,492434094920.105,5.93472659881879
Germany,DEU,Developed,gdp,1977,602698323085.993,521658712132.981,15.534986585703459
Germany,DEU,Developed,gdp,1978,743182891918.208,602698323085.993,23.309268244333676
Germany,DEU,Developed,gdp,1979,884574218333.155,743182891918.208,19.02510511914583
Germany,DEU,Developed,gdp,1980,953772499462.019,884574218333.155,7.822778427711538
Germany,DEU,Developed,gdp,1981,803404797057.551,953772499462.019,-15.765573288104218
Germany,DEU,Developed,gdp,1982,779421633755.138,803404797057.551,-2.9851904532124767
Germany,DEU,Developed,gdp,1983,773507930294.906,779421633755.138,-0.7587297047094506
Germany,DEU,Developed,gdp,1984,727767760978.627,773507930294.906,-5.913342000105966
Germany,DEU,Developed,gdp,1985,735218723093.277,727767760978.627,1.0238104123533502
Germany,DEU,Developed,gdp,1986,1050092624515.9,735218723093.277,42.827241952960314
Germany,DEU,Developed,gdp,1987,1302932318824.81,1050092624515.9,24.077846887599165
Germany,DEU,Developed,gdp,1988,1406367016371.53,1302932318824.81,7.938608633180095
Germany,DEU,Developed,gdp,1989,1404092925205.45,1406367016371.53,-0.16169969429084755
Germany,DEU,Developed,gdp,1990,1778162195860.07,1404092925205.45,26.64134716011659
Germany,DEU,Developed,gdp,1991,1875792575132.59,1778162195860.07,5.490521590202725
Germany,DEU,Developed,gdp,1992,2141377582968.07,1875792575132.59,14.158548837240554
Germany,DEU,Developed,gdp,1993,2078954217437.6,2141377582968.07,-2.915103157283811
Germany,DEU,Developed,gdp,1994,2215282632276.73,2078954217437.6,6.55754771777324
Germany,DEU,Developed,gdp,1995,2593053091306.13,2215282632276.73,17.052923790638438
Germany,DEU,Developed,gdp,1996,2506576553158.31,2593053091306.13,-3.3349312606731587
Germany,DEU,Developed,gdp,1997,2218790886532.82,2506576553158.31,-11.481223913264392
Germany,DEU,Developed,gdp,1998,2247760364565.97,2218790886532.82,1.3056425555460691
Germany,DEU,Developed,gdp,1999,2213873468586.88,2247760364565.97,-1.5075849059930237
Germany,DEU,Developed,gdp,2000,1966980701145.1,2213873468586.88,-11.152072191342171
Germany,DEU,Developed,gdp,2001,1966381496641.73,1966980701145.1,-0.030463161281718908
Germany,DEU,Developed,gdp,2002,2102350798305.89,1966381496641.73,6.914695947677196
Germany,DEU,Developed,gdp,2003,2534715518349.01,2102350798305.89,20.56577429378231
Germany,DEU,Developed,gdp,2004,2852317768061.78,2534715518349.01,12.530094498322267
Germany,DEU,Developed,gdp,2005,2893393187361.87,2852317768061.78,1.44007164138665
Germany,DEU,Developed,gdp,2006,3046308753670.58,2893393187361.87,5.284990888090633
Germany,DEU,Developed,gdp,2007,3484056680854.91,3046308753670.58,14.369782007712637
Germany,DEU,Developed,gdp,2008,3808197720125.0,3484056680854.91,9.303552409214905
Germany,DEU,Developed,gdp,2009,3478545516683.59,3808197720125.0,-8.656383614204508
Germany,DEU,Developed,gdp,2010,3467093769666.67,3478545516683.59,-0.32921078542729265
Germany,DEU,Developed,gdp,2011,3823575803793.78,3467093769666.67,10.281868844908178
Germany,DEU,Developed,gdp,2012,3596483233406.25,3823575803793.78,-5.939272085627461
Germany,DEU,Developed,gdp,2013,3807023797050.99,3596483233406.25,5.854067709508993
Germany,DEU,Developed,gdp,2014,3964870735760.77,3807023797050.99,4.1462031004915625
Germany,DEU,Developed,gdp,2015,3425099578746.09,3964870735760.77,-13.613839970778017
Germany,DEU,Developed,gdp,2016,3536787895179.0,3425099578746.09,3.260877935519721
Germany,DEU,Developed,gdp,2017,3765351626105.89,3536787895179.0,6.462466444155321
Germany,DEU,Developed,gdp,2018,4055433215301.96,3765351626105.89,7.703970784159431
Germany,DEU,Developed,gdp,2019,3959894794039.21,4055433215301.96,-2.355812959815599
Germany,DEU,Developed,gdp,2020,3941398957073.94,3959894794039.21,-0.46707899899541816
Germany,DEU,Developed,gdp,2021,4355251953410.78,3941398957073.94,10.500154915656665
