country,country_code,development_group,indicator,year,value
Nepal,NPL,Least Developed,gdp_per_capita,1966,79.484178651631
Nepal,NPL,Least Developed,gdp_per_capita,1965,65.8050690424137
Nepal,NPL,Least Developed,gdp_per_capita,1964,45.320757315163
Nepal,NPL,Least Developed,gdp_per_capita,1963,46.3146629740628
Nepal,NPL,Least Developed,gdp_per_capita,1962,54.565608932967
Nepal,NPL,Least Developed,gdp_per_capita,1961,51.5544820747585
Nepal,NPL,Least Developed,gdp_per_capita,1960,50.2125233749587
Nepal,NPL,Least Developed,population,2025,29618118.0
Nepal,NPL,Least Developed,population,2024,29651054.0
Nepal,NPL,Least Developed,population,2023,29694614.0
Nepal,NPL,Least Developed,population,2022,29715436.0
Nepal,NPL,Least Developed,population,2021,29475010.0
Nepal,NPL,Least Developed,population,2020,28966574.0
Nepal,NPL,Least Developed,population,2019,28414064.0
Nepal,NPL,Least Developed,population,2018,28079689.0
Nepal,NPL,Least Developed,population,2017,28011258.0
Nepal,NPL,Least Developed,population,2016,27955462.0
Nepal,NPL,Least Developed,population,2015,27823629.0
Nepal,NPL,Least Developed,population,2014,27672370.0
Nepal,NPL,Least Developed,population,2013,27589996.0
Nepal,NPL,Least Developed,population,2012,27534915.0
Nepal,NPL,Least Developed,population,2011,27464494.0
Nepal,NPL,Least Developed,population,2010,27341952.0
Nepal,NPL,Least Developed,population,2009,27173035.0
Nepal,NPL,Least Developed,population,2008,26990037.0
Nepal,NPL,Least Developed,population,2007,26788492.0
Nepal,NPL,Least Developed,population,2006,26565425.0
Nepal,NPL,Least Developed,population,2005,26309458.0
Nepal,NPL,Least Developed,population,2004,26016656.0
Nepal,NPL,Least Developed,population,2003,25688758.0
Nepal,NPL,Least Developed,population,2002,25328981.0
Nepal,NPL,Least Developed,population,2001,24946748.0
Nepal,NPL,Least Developed,population,2000,24546509.0
Nepal,NPL,Least Developed,population,1999,24125199.0
Nepal,NPL,Least Developed,population,1998,23680357.0
Nepal,NPL,Least Developed,population,1997,23219463.0
Nepal,NPL,Least Developed,population,1996,22741862.0
Nepal,NPL,Least Developed,population,1995,22245439.0
Nepal,NPL,Least Developed,population,1994,21717479.0
Nepal,NPL,Least Developed,population,1993,21180159.0
Nepal,NPL,Least Developed,population,1992,20609707.0
Nepal,NPL,Least Developed,population,1991,20036500.0
Nepal,NPL,Least Developed,population,1990,19524573.0
Nepal,NPL,Least Developed,population,1989,19057807.0
Nepal,NPL,Least Developed,population,1988,18638661.0
Nepal,NPL,Least Developed,population,1987,18250505.0
Nepal,NPL,Least Developed,population,1986,17868124.0
Nepal,NPL,Least Developed,population,1985,17477692.0
Nepal,NPL,Least Developed,population,1984,17085242.0
Nepal,NPL,Least Developed,population,1983,16689119.0
Nepal,NPL,Least Developed,population,1982,16297987.0
Nepal,NPL,Least Developed,population,1981,15922423.0
Nepal,NPL,Least Developed,population,1980,15553105.0
Nepal,NPL,Least Developed,population,1979,15190590.0
Nepal,NPL,Least Developed,population,1978,14839695.0
Nepal,NPL,Least Developed,population,1977,14499175.0
Nepal,NPL,Least Developed,population,1976,14177649.0
Nepal,NPL,Least Developed,population,1975,13870695.0
Nepal,NPL,Least Developed,population,1974,13568435.0
Nepal,NPL,Least Developed,population,1973,13275239.0
Nepal,NPL,Least Developed,population,1972,12989099.0
Nepal,NPL,Least Developed,population,1971,12710061.0
Nepal,NPL,Least Developed,population,1970,12436190.0
Nepal,NPL,Least Developed,population,1969,12167036.0
Nepal,NPL,Least Developed,population,1968,11906266.0
Nepal,NPL,Least Developed,population,1967,11652716.0
Nepal,NPL,Least Developed,population,1966,11408710.0
Nepal,NPL,Least Developed,population,1965,11173411.0
Nepal,NPL,Least Developed,population,1964,10946392.0
Nepal,NPL,Least Developed,population,1963,10729818.0
Nepal,NPL,Least Developed,population,1962,10521116.0
Nepal,NPL,Least Developed,population,1961,10318396.0
Nepal,NPL,Least Developed,population,1960,10123658.0
Nepal,NPL,Least Developed,unemployment,2025,10.465
Nepal,NPL,Least Developed,unemployment,2024,10.5
Nepal,NPL,Least Developed,unemployment,2023,10.437
Nepal,NPL,Least Developed,unemployment,2022,10.661
Nepal,NPL,Least Developed,unemployment,2021,12.241
Nepal,NPL,Least Developed,unemployment,2020,13.037
Nepal,NPL,Least Developed,unemployment,2019,10.477
Nepal,NPL,Least Developed,unemployment,2018,10.593
Nepal,NPL,Least Developed,unemployment,2017,10.66
Nepal,NPL,Least Developed,unemployment,2016,10.714
Nepal,NPL,Least Developed,unemployment,2015,10.643
Nepal,NPL,Least Developed,unemployment,2014,10.62
Nepal,NPL,Least Developed,unemployment,2013,10.666
Nepal,NPL,Least Developed,unemployment,2012,10.632
Nepal,NPL,Least Developed,unemployment,2011,10.627
Nepal,NPL,Least Developed,unemployment,2010,10.563
Nepal,NPL,Least Developed,unemployment,2009,10.582
Nepal,NPL,Least Developed,unemployment,2008,10.597
Nepal,NPL,Least Developed,unemployment,2007,10.642
Nepal,NPL,Least Developed,unemployment,2006,10.609
Nepal,NPL,Least Developed,unemployment,2005,10.59
Nepal,NPL,Least Developed,unemployment,2004,10.652
Nepal,NPL,Least Developed,unemployment,2003,10.644
Nepal,NPL,Least Developed,unemployment,2002,10.593
Nepal,NPL,Least Developed,unemployment,2001,10.502
Nepal,NPL,Least Developed,unemployment,2000,10.531
Nepal,NPL,Least Developed,unemployment,1999,10.549
Nepal,NPL,Least Developed,unemployment,1998,10.526
Nepal,NPL,Least Developed,unemployment,1997,10.512
Nepal,NPL,Least Developed,unemployment,1996,10.446
Nepal,NPL,Least Developed,unemployment,1995,10.473
Nepal,NPL,Least Developed,unemployment,1994,10.458
Nepal,NPL,Least Developed,unemployment,1993,10.492
Nepal,NPL,Least Developed,unemployment,1992,10.473
Nepal,NPL,Least Developed,unemployment,1991,10.465
Nepal,NPL,Least Developed,unemployment,1990,
Nepal,NPL,Least Developed,unemployment,1989,
Nepal,NPL,Least Developed,unemployment,1988,
Nepal,NPL,Least Developed,unemployment,1987,
Nepal,NPL,Least Developed,unemployment,1986,
Nepal,NPL,Least Developed,unemployment,1985,
Nepal,NPL,Least Developed,unemployment,1984,
Nepal,NPL,Least Developed,unemployment,1983,
Nepal,NPL,Least Developed,unemployment,1982,
Nepal,NPL,Least Developed,unemployment,1981,
Nepal,NPL,Least Developed,unemployment,1980,
Nepal,NPL,Least Developed,unemployment,1979,
Nepal,NPL,Least Developed,unemployment,1978,
Nepal,NPL,Least Developed,unemployment,1977,
Nepal,NPL,Least Developed,unemployment,1976,
Nepal,NPL,Least Developed,unemployment,1975,
Nepal,NPL,Least Developed,unemployment,1974,
Nepal,NPL,Least Developed,unemployment,1973,
Nepal,NPL,Least Developed,unemployment,1972,
Nepal,NPL,Least Developed,unemployment,1971,
Nepal,NPL,Least Developed,unemployment,1970,
Nepal,NPL,Least Developed,unemployment,1969,
Nepal,NPL,Least Developed,unemployment,1968,
Nepal,NPL,Least Developed,unemployment,1967,
Nepal,NPL,Least Developed,unemployment,1966,
Nepal,NPL,Least Developed,unemployment,1965,
Nepal,NPL,Least Developed,unemployment,1964,
Nepal,NPL,Least Developed,unemployment,1963,
Nepal,NPL,Least Developed,unemployment,1962,
Nepal,NPL,Least Developed,unemployment,1961,
Nepal,NPL,Least Developed,unemployment,1960,
Pakistan,PAK,Developing,gdp,2025,407307214476.222
Pakistan,PAK,Developing,gdp,2024,371747087751.306
Pakistan,PAK,Developing,gdp,2023,336686348609.266
Pakistan,PAK,Developing,gdp,2022,374890295666.694
Pakistan,PAK,Developing,gdp,2021,348516647445.148
Pakistan,PAK,Developing,gdp,2020,300425609817.981
Pakistan,PAK,Developing,gdp,2019,320909472770.669
Pakistan,PAK,Developing,gdp,2018,356128166704.921
Pakistan,PAK,Developing,gdp,2017,339205534861.1
Pakistan,PAK,Developing,gdp,2016,313630000130.435
Pakistan,PAK,Developing,gdp,2015,299963590534.773
Pakistan,PAK,Developing,gdp,2014,271390474857.632
Pakistan,PAK,Developing,gdp,2013,258657231672.412
Pakistan,PAK,Developing,gdp,2012,250106966104.704
Pakistan,PAK,Developing,gdp,2011,230586581059.665
Pakistan,PAK,Developing,gdp,2010,196709621849.586
Pakistan,PAK,Developing,gdp,2009,187337783856.466
Pakistan,PAK,Developing,gdp,2008,202203748583.854
Pakistan,PAK,Developing,gdp,2007,184140869997.46
Pakistan,PAK,Developing,gdp,2006,161871385506.36
Pakistan,PAK,Developing,gdp,2005,145208562960.767
Pakistan,PAK,Developing,gdp,2004,132216048339.413
Pakistan,PAK,Developing,gdp,2003,112371913740.823
Pakistan,PAK,Developing,gdp,2002,97923302809.3537
Pakistan,PAK,Developing,gdp,2001,97145618479.9038
Pakistan,PAK,Developing,gdp,2000,99484802344.5277
Pakistan,PAK,Developing,gdp,1999,62973857068.5113
Pakistan,PAK,Developing,gdp,1998,62191955814.3478
Pakistan,PAK,Developing,gdp,1997,62433340468.0228
Pakistan,PAK,Developing,gdp,1996,63320170084.4076
Pakistan,PAK,Developing,gdp,1995,60636071684.1918
Pakistan,PAK,Developing,gdp,1994,52293470813.1336
Pakistan,PAK,Developing,gdp,1993,51809999353.1614
Pakistan,PAK,Developing,gdp,1992,48884671947.4657
Pakistan,PAK,Developing,gdp,1991,45625336680.2047
Pakistan,PAK,Developing,gdp,1990,40010423970.4576
Pakistan,PAK,Developing,gdp,1989,40171106279.0078
Pakistan,PAK,Developing,gdp,1988,38472742808.3167
Pakistan,PAK,Developing,gdp,1987,33351529274.6869
Pakistan,PAK,Developing,gdp,1986,31899070055.7967
Pakistan,PAK,Developing,gdp,1985,31144920844.3272
Pakistan,PAK,Developing,gdp,1984,31151825467.4978
Pakistan,PAK,Developing,gdp,1983,28691889763.7795
Pakistan,PAK,Developing,gdp,1982,30725971563.981
Pakistan,PAK,Developing,gdp,1981,28100606060.6061
Pakistan,PAK,Developing,gdp,1980,23654444444.4444
Pakistan,PAK,Developing,gdp,1979,19688383838.3838
Pakistan,PAK,Developing,gdp,1978,17811515151.5152
Pakistan,PAK,Developing,gdp,1977,15126060606.0606
Pakistan,PAK,Developing,gdp,1976,13168080808.0808
Pakistan,PAK,Developing,gdp,1975,11230606060.6061
Pakistan,PAK,Developing,gdp,1974,8899191919.19192
Pakistan,PAK,Developing,gdp,1973,6383429490.21091
Pakistan,PAK,Developing,gdp,1972,9415016359.56604
Pakistan,PAK,Developing,gdp,1971,10665896682.0664
Pakistan,PAK,Developing,gdp,1970,10027509449.811
Pakistan,PAK,Developing,gdp,1969,8683116337.67325
Pakistan,PAK,Developing,gdp,1968,8041999160.0168
Pakistan,PAK,Developing,gdp,1967,7464510709.7858
Pakistan,PAK,Developing,gdp,1966,6561108777.82444
Pakistan,PAK,Developing,gdp,1965,5929231415.37169
Pakistan,PAK,Developing,gdp,1964,5204955900.88198
Pakistan,PAK,Developing,gdp,1963,4630827383.45233
Pakistan,PAK,Developing,gdp,1962,4310163796.72407
Pakistan,PAK,Developing,gdp,1961,4118647627.04746
Pakistan,PAK,Developing,gdp,1960,3749265014.69971
Pakistan,PAK,Developing,gdp_per_capita,2025,1595.90912252837
Pakistan,PAK,Developing,gdp_per_capita,2024,1479.47755241191
Pakistan,PAK,Developing,gdp_per_capita,2023,1360.32417758419
Pakistan,PAK,Developing,gdp_per_capita,2022,1538.3228133171
Pakistan,PAK,Developing,gdp_per_capita,2021,1455.31922370186
Pakistan,PAK,Developing,gdp_per_capita,2020,1278.39735206896
Pakistan,PAK,Developing,gdp_per_capita,2019,1390.41690981745
Pakistan,PAK,Developing,gdp_per_capita,2018,1569.33814626355
Pakistan,PAK,Developing,gdp_per_capita,2017,1519.23459514248
Pakistan,PAK,Developing,gdp_per_capita,2016,1424.69161195897
Pakistan,PAK,Developing,gdp_per_capita,2015,1380.47020838317
Pakistan,PAK,Developing,gdp_per_capita,2014,1266.61340849959
Pakistan,PAK,Developing,gdp_per_capita,2013,1225.4340119198
Pakistan,PAK,Developing,gdp_per_capita,2012,1204.36475491585
Pakistan,PAK,Developing,gdp_per_capita,2011,1131.73513834324
Pakistan,PAK,Developing,gdp_per_capita,2010,987.304571124485
Pakistan,PAK,Developing,gdp_per_capita,2009,963.788066395225
Pakistan,PAK,Developing,gdp_per_capita,2008,1067.04324565284
Pakistan,PAK,Developing,gdp_per_capita,2007,998.090114197524
Pakistan,PAK,Developing,gdp_per_capita,2006,900.873564984808
Pakistan,PAK,Developing,gdp_per_capita,2005,827.619861189926
Pakistan,PAK,Developing,gdp_per_capita,2004,771.902247348954
Pakistan,PAK,Developing,gdp_per_capita,2003,672.44178669894
Pakistan,PAK,Developing,gdp_per_capita,2002,599.937345723927
Pakistan,PAK,Developing,gdp_per_capita,2001,609.939506905073
Pakistan,PAK,Developing,gdp_per_capita,2000,642.338346499898
Pakistan,PAK,Developing,gdp_per_capita,1999,418.249257055367
Pakistan,PAK,Developing,gdp_per_capita,1998,424.453697798497
Pakistan,PAK,Developing,gdp_per_capita,1997,438.030942680153
Pakistan,PAK,Developing,gdp_per_capita,1996,456.996961832943
Pakistan,PAK,Developing,gdp_per_capita,1995,450.550279346206
Pakistan,PAK,Developing,gdp_per_capita,1994,399.955927561352
Pakistan,PAK,Developing,gdp_per_capita,1993,407.888140688466
Pakistan,PAK,Developing,gdp_per_capita,1992,395.67720859593
Pakistan,PAK,Developing,gdp_per_capita,1991,380.019843346229
Pakistan,PAK,Developing,gdp_per_capita,1990,344.45547384189
Pakistan,PAK,Developing,gdp_per_capita,1989,357.595796105007
Pakistan,PAK,Developing,gdp_per_capita,1988,353.85454278549
Pakistan,PAK,Developing,gdp_per_capita,1987,317.23867416111
Pakistan,PAK,Developing,gdp_per_capita,1986,313.946324043906
Pakistan,PAK,Developing,gdp_per_capita,1985,317.063499386432
Pakistan,PAK,Developing,gdp_per_capita,1984,327.345625152291
Pakistan,PAK,Developing,gdp_per_capita,1983,311.098361356703
Pakistan,PAK,Developing,gdp_per_capita,1982,344.889792466995
Pakistan,PAK,Developing,gdp_per_capita,1981,327.505069961745
Pakistan,PAK,Developing,gdp_per_capita,1980,287.448707270022
Pakistan,PAK,Developing,gdp_per_capita,1979,249.229389957057
Pakistan,PAK,Developing,gdp_per_capita,1978,233.41799161409
Pakistan,PAK,Developing,gdp_per_capita,1977,204.677762649367
Pakistan,PAK,Developing,gdp_per_capita,1976,183.859733422347
Pakistan,PAK,Developing,gdp_per_capita,1975,161.681774899518
Pakistan,PAK,Developing,gdp_per_capita,1974,132.005156607293
Pakistan,PAK,Developing,gdp_per_capita,1973,97.5136425928243
Pakistan,PAK,Developing,gdp_per_capita,1972,148.073976270617
Pakistan,PAK,Developing,gdp_per_capita,1971,172.453662202274
Pakistan,PAK,Developing,gdp_per_capita,1970,166.662061958389
Pakistan,PAK,Developing,gdp_per_capita,1969,148.528512990071
Pakistan,PAK,Developing,gdp_per_capita,1968,141.558306459346
Pakistan,PAK,Developing,gdp_per_capita,1967,135.190474942968
Pakistan,PAK,Developing,gdp_per_capita,1966,122.229353754713
Pakistan,PAK,Developing,gdp_per_capita,1965,113.567206414596
Pakistan,PAK,Developing,gdp_per_capita,1964,102.45976384531
Pakistan,PAK,Developing,gdp_per_capita,1963,93.6508728613463
Pakistan,PAK,Developing,gdp_per_capita,1962,89.5039525753413
Pakistan,PAK,Developing,gdp_per_capita,1961,87.7778246966181
Pakistan,PAK,Developing,gdp_per_capita,1960,82.0241000071912
Pakistan,PAK,Developing,population,2025,255219554.0
Pakistan,PAK,Developing,population,2024,251269164.0
Pakistan,PAK,Developing,population,2023,247504495.0
Pakistan,PAK,Developing,population,2022,243700667.0
Pakistan,PAK,Developing,population,2021,239477801.0
Pakistan,PAK,Developing,population,2020,235001746.0
Pakistan,PAK,Developing,population,2019,230800899.0
Pakistan,PAK,Developing,population,2018,226928892.0
Pakistan,PAK,Developing,population,2017,223273967.0
Pakistan,PAK,Developing,population,2016,220138869.0
Pakistan,PAK,Developing,population,2015,217290883.0
Pakistan,PAK,Developing,population,2014,214264647.0
Pakistan,PAK,Developing,population,2013,211073978.0
Pakistan,PAK,Developing,population,2012,207667125.0
Pakistan,PAK,Developing,population,2011,203746065.0
Pakistan,PAK,Developing,population,2010,199239047.0
Pakistan,PAK,Developing,population,2009,194376534.0
Pakistan,PAK,Developing,population,2008,189499113.0
Pakistan,PAK,Developing,population,2007,184493231.0
Pakistan,PAK,Developing,population,2006,179682690.0
Pakistan,PAK,Developing,population,2005,175453212.0
Pakistan,PAK,Developing,population,2004,171286000.0
Pakistan,PAK,Developing,population,2003,167110248.0
Pakistan,PAK,Developing,population,2002,163222549.0
Pakistan,PAK,Developing,population,2001,159270907.0
Pakistan,PAK,Developing,population,2000,154879127.0
Pakistan,PAK,Developing,population,1999,150565377.0
Pakistan,PAK,Developing,population,1998,146522356.0
Pakistan,PAK,Developing,population,1997,142531804.0
Pakistan,PAK,Developing,population,1996,138557092.0
Pakistan,PAK,Developing,population,1995,134582253.0
Pakistan,PAK,Developing,population,1994,130748083.0
Pakistan,PAK,Developing,population,1993,127020117.0
Pakistan,PAK,Developing,population,1992,123546848.0
Pakistan,PAK,Developing,population,1991,120060406.0
Pakistan,PAK,Developing,population,1990,116155576.0
Pakistan,PAK,Developing,population,1989,112336629.0
Pakistan,PAK,Developing,population,1988,108724739.0
Pakistan,PAK,Developing,population,1987,105130717.0
Pakistan,PAK,Developing,population,1986,101606764.0
Pakistan,PAK,Developing,population,1985,98229285.0
Pakistan,PAK,Developing,population,1984,95164936.0
Pakistan,PAK,Developing,population,1983,92227711.0
Pakistan,PAK,Developing,population,1982,89089246.0
Pakistan,PAK,Developing,population,1981,85802049.0
Pakistan,PAK,Developing,population,1980,82291010.0
Pakistan,PAK,Developing,population,1979,78997039.0
Pakistan,PAK,Developing,population,1978,76307379.0
Pakistan,PAK,Developing,population,1977,73901827.0
Pakistan,PAK,Developing,population,1976,71620254.0
Pakistan,PAK,Developing,population,1975,69461175.0
Pakistan,PAK,Developing,population,1974,67415487.0
Pakistan,PAK,Developing,population,1973,65461912.0
Pakistan,PAK,Developing,population,1972,63583194.0
Pakistan,PAK,Developing,population,1971,61847899.0
Pakistan,PAK,Developing,population,1970,60166719.0
Pakistan,PAK,Developing,population,1969,58460939.0
Pakistan,PAK,Developing,population,1968,56810507.0
Pakistan,PAK,Developing,population,1967,55214768.0
Pakistan,PAK,Developing,population,1966,53678667.0
Pakistan,PAK,Developing,population,1965,52209010.0
Pakistan,PAK,Developing,population,1964,50799999.0
Pakistan,PAK,Developing,population,1963,49447776.0
Pakistan,PAK,Developing,population,1962,48156128.0
Pakistan,PAK,Developing,population,1961,46921277.0
Pakistan,PAK,Developing,population,1960,45709310.0
Pakistan,PAK,Developing,unemployment,2025,5.42
Pakistan,PAK,Developing,unemployment,2024,5.492
Pakistan,PAK,Developing,unemployment,2023,5.237
Pakistan,PAK,Developing,unemployment,2022,5.291
Pakistan,PAK,Developing,unemployment,2021,6.338
Pakistan,PAK,Developing,unemployment,2020,5.994
Pakistan,PAK,Developing,unemployment,2019,4.83
Pakistan,PAK,Developing,unemployment,2018,4.083
Pakistan,PAK,Developing,unemployment,2017,3.204
Pakistan,PAK,Developing,unemployment,2016,2.285
Pakistan,PAK,Developing,unemployment,2015,3.566
Pakistan,PAK,Developing,unemployment,2014,1.827
Pakistan,PAK,Developing,unemployment,2013,2.954
Pakistan,PAK,Developing,unemployment,2012,3.667
Pakistan,PAK,Developing,unemployment,2011,0.796
Pakistan,PAK,Developing,unemployment,2010,0.653
Pakistan,PAK,Developing,unemployment,2009,0.535
Pakistan,PAK,Developing,unemployment,2008,0.423
Pakistan,PAK,Developing,unemployment,2007,0.398
Pakistan,PAK,Developing,unemployment,2006,0.582
Pakistan,PAK,Developing,unemployment,2005,0.583
Pakistan,PAK,Developing,unemployment,2004,0.598
Pakistan,PAK,Developing,unemployment,2003,0.612
Pakistan,PAK,Developing,unemployment,2002,0.615
Pakistan,PAK,Developing,unemployment,2001,0.611
Pakistan,PAK,Developing,unemployment,2000,0.614
Pakistan,PAK,Developing,unemployment,1999,0.625
Pakistan,PAK,Developing,unemployment,1998,0.62
Pakistan,PAK,Developing,unemployment,1997,0.611
Pakistan,PAK,Developing,unemployment,1996,0.6
Pakistan,PAK,Developing,unemployment,1995,0.611
Pakistan,PAK,Developing,unemployment,1994,0.601
Pakistan,PAK,Developing,unemployment,1993,0.596
Pakistan,PAK,Developing,unemployment,1992,0.587
Pakistan,PAK,Developing,unemployment,1991,0.596
Pakistan,PAK,Developing,unemployment,1990,
Pakistan,PAK,Developing,unemployment,1989,
Pakistan,PAK,Developing,unemployment,1988,
Pakistan,PAK,Developing,unemployment,1987,
Pakistan,PAK,Developing,unemployment,1986,
Pakistan,PAK,Developing,unemployment,1985,
Pakistan,PAK,Developing,unemployment,1984,
Pakistan,PAK,Developing,unemployment,1983,
Pakistan,PAK,Developing,unemployment,1982,
Pakistan,PAK,Developing,unemployment,1981,
Pakistan,PAK,Developing,unemployment,1980,
Pakistan,PAK,Developing,unemployment,1979,
Pakistan,PAK,Developing,unemployment,1978,
Pakistan,PAK,Developing,unemployment,1977,
Pakistan,PAK,Developing,unemployment,1976,
Pakistan,PAK,Developing,unemployment,1975,
Pakistan,PAK,Developing,unemployment,1974,
Pakistan,PAK,Developing,unemployment,1973,
Pakistan,PAK,Developing,unemployment,1972,
Pakistan,PAK,Developing,unemployment,1971,
Pakistan,PAK,Developing,unemployment,1970,
Pakistan,PAK,Developing,unemployment,1969,
Pakistan,PAK,Developing,unemployment,1968,
Pakistan,PAK,Developing,unemployment,1967,
Pakistan,PAK,Developing,unemployment,1966,
Pakistan,PAK,Developing,unemployment,1965,
Pakistan,PAK,Developing,unemployment,1964,
Pakistan,PAK,Developing,unemployment,1963,
Pakistan,PAK,Developing,unemployment,1962,
Pakistan,PAK,Developing,unemployment,1961,
Pakistan,PAK,Developing,unemployment,1960,
Uganda,UGA,Least Developed,gdp,2025,61985829288.1496
Uganda,UGA,Least Developed,gdp,2024,53911907079.0485
Uganda,UGA,Least Developed,gdp,2023,48768955863.3175
Uganda,UGA,Least Developed,gdp,2022,45565333210.9108
Uganda,UGA,Least Developed,gdp,2021,40529788748.6737
Uganda,UGA,Least Developed,gdp,2020,37600368241.6657
Uganda,UGA,Least Developed,gdp,2019,35353061003.4359
Uganda,UGA,Least Developed,gdp,2018,32927025619.6795
Uganda,UGA,Least Developed,gdp,2017,30744473841.424
Uganda,UGA,Least Developed,gdp,2016,29203988696.2626
Uganda,UGA,Least Developed,gdp,2015,32387183730.1002
Uganda,UGA,Least Developed,gdp,2014,32612397257.4458
Uganda,UGA,Least Developed,gdp,2013,28915786516.6123
Uganda,UGA,Least Developed,gdp,2012,27305915910.7877
Uganda,UGA,Least Developed,gdp,2011,27871725241.4723
Uganda,UGA,Least Developed,gdp,2010,26673441430.7857
Uganda,UGA,Least Developed,gdp,2009,25127805566.6584
Uganda,UGA,Least Developed,gdp,2008,14440404132.2047
Uganda,UGA,Least Developed,gdp,2007,11902564494.8833
Uganda,UGA,Least Developed,gdp,2006,9977647682.96954
Uganda,UGA,Least Developed,gdp,2005,9239221763.05793
Uganda,UGA,Least Developed,gdp,2004,7939487547.77384
Uganda,UGA,Least Developed,gdp,2003,6606884275.23087
Uganda,UGA,Least Developed,gdp,2002,6178563591.12051
Uganda,UGA,Least Developed,gdp,2001,5840503868.51573
Uganda,UGA,Least Developed,gdp,2000,6193246837.09687
Uganda,UGA,Least Developed,gdp,1999,5998563257.94659
Uganda,UGA,Least Developed,gdp,1998,6584815846.52754
Uganda,UGA,Least Developed,gdp,1997,6269333313.17108
Uganda,UGA,Least Developed,gdp,1996,6044585326.938
Uganda,UGA,Least Developed,gdp,1995,5755818842.49246
Uganda,UGA,Least Developed,gdp,1994,3990430446.71216
Uganda,UGA,Least Developed,gdp,1993,3220439044.18949
Uganda,UGA,Least Developed,gdp,1992,2857457761.90922
Uganda,UGA,Least Developed,gdp,1991,3321729159.62277
Uganda,UGA,Least Developed,gdp,1990,4304399310.30967
Uganda,UGA,Least Developed,gdp,1989,5276480799.33868
Uganda,UGA,Least Developed,gdp,1988,6508931651.66667
Uganda,UGA,Least Developed,gdp,1987,6269522042.11556
Uganda,UGA,Least Developed,gdp,1986,3923244049.95796
Uganda,UGA,Least Developed,gdp,1985,3519695443.52516
Uganda,UGA,Least Developed,gdp,1984,3615647477.05434
Uganda,UGA,Least Developed,gdp,1983,2240333333.33333
Uganda,UGA,Least Developed,gdp,1982,2177500000.0
Uganda,UGA,Least Developed,gdp,1981,1337300000.0
Uganda,UGA,Least Developed,gdp,1980,1244610000.0
Uganda,UGA,Least Developed,gdp,1979,2139025000.0
Uganda,UGA,Least Developed,gdp,1978,2420260869.56522
Uganda,UGA,Least Developed,gdp,1977,2936470588.23529
Uganda,UGA,Least Developed,gdp,1976,2447300000.0
Uganda,UGA,Least Developed,gdp,1975,2359555555.55556
Uganda,UGA,Least Developed,gdp,1974,2098944967.20844
Uganda,UGA,Least Developed,gdp,1973,1701829789.02127
Uganda,UGA,Least Developed,gdp,1972,1490970180.59639
Uganda,UGA,Least Developed,gdp,1971,1417191656.16688
Uganda,UGA,Least Developed,gdp,1970,1259554808.90382
Uganda,UGA,Least Developed,gdp,1969,1168556628.86742
Uganda,UGA,Least Developed,gdp,1968,1037379252.41495
Uganda,UGA,Least Developed,gdp,1967,967240655.186896
Uganda,UGA,Least Developed,gdp,1966,925381492.370153
Uganda,UGA,Least Developed,gdp,1965,884502309.953801
Uganda,UGA,Least Developed,gdp,1964,589247687.30035
Uganda,UGA,Least Developed,gdp,1963,516315231.449087
Uganda,UGA,Least Developed,gdp,1962,449158233.391351
Uganda,UGA,Least Developed,gdp,1961,441667334.611947
Uganda,UGA,Least Developed,gdp,1960,423145605.043164
Uganda,UGA,Least Developed,gdp_per_capita,2025,1206.30450825002
Uganda,UGA,Least Developed,gdp_per_capita,2024,1077.91278438613
Uganda,UGA,Least Developed,gdp_per_capita,2023,1002.30913917142
Uganda,UGA,Least Developed,gdp_per_capita,2022,963.067314117178
Uganda,UGA,Least Developed,gdp_per_capita,2021,882.791717542504
Uganda,UGA,Least Developed,gdp_per_capita,2020,845.766463890124
Uganda,UGA,Least Developed,gdp_per_capita,2019,822.171150036357
Uganda,UGA,Least Developed,gdp_per_capita,2018,792.16570022814
Uganda,UGA,Least Developed,gdp_per_capita,2017,765.218332297361
Uganda,UGA,Least Developed,gdp_per_capita,2016,752.696571725656
Uganda,UGA,Least Developed,gdp_per_capita,2015,862.934610355811
Uganda,UGA,Least Developed,gdp_per_capita,2014,896.054795546394
Uganda,UGA,Least Developed,gdp_per_capita,2013,818.285427416713
Uganda,UGA,Least Developed,gdp_per_capita,2012,795.222867553127
Uganda,UGA,Least Developed,gdp_per_capita,2011,835.620060555838
Uganda,UGA,Least Developed,gdp_per_capita,2010,823.488144282
Uganda,UGA,Least Developed,gdp_per_capita,2009,798.947089938247
Uganda,UGA,Least Developed,gdp_per_capita,2008,472.842681495852
Uganda,UGA,Least Developed,gdp_per_capita,2007,401.389130865581
Uganda,UGA,Least Developed,gdp_per_capita,2006,346.518255310647
Uganda,UGA,Least Developed,gdp_per_capita,2005,330.405402707025
Uganda,UGA,Least Developed,gdp_per_capita,2004,292.38185796262
Uganda,UGA,Least Developed,gdp_per_capita,2003,250.71543664681
Uganda,UGA,Least Developed,gdp_per_capita,2002,241.984688408335
Uganda,UGA,Least Developed,gdp_per_capita,2001,236.021188853993
Uganda,UGA,Least Developed,gdp_per_capita,2000,258.050338731086
Uganda,UGA,Least Developed,gdp_per_capita,1999,257.921949601357
Uganda,UGA,Least Developed,gdp_per_capita,1998,292.453037058835
Uganda,UGA,Least Developed,gdp_per_capita,1997,286.846637912964
